Holiday and Calling Time are the sequels of Burning Up and Crash & Burn.	Calling Time is the sequel of Burning Up.	contradiction
Holiday and Calling Time are the sequels of Burning Up and Crash & Burn.	Holiday is the sequel of Burning Up and Crash & Burn.	contradiction
Holiday and Calling Time are the sequels of Burning Up and Crash & Burn.	Calling Time is the sequel of Burning Up and Crash & Burn.	contradiction
Holiday and Calling Time are the sequels of Burning Up and Crash & Burn.	Holiday and Calling Time are the sequels of Burning Up.	contradiction
Holiday and Calling Time are the sequels of Burning Up and Crash & Burn.	Holiday and Calling Time are the sequels of Crash & Burn.	contradiction
Kingdom of Yugoslavia and July Monarchy are replaced by Independent State of Croatia and French Second Republic.	Kingdom of Yugoslavia is replaced by Independent State of Croatia.	entailment
Kingdom of Yugoslavia and July Monarchy are replaced by Independent State of Croatia and French Second Republic.	July Monarchy is replaced by French Second Republic.	entailment
Kingdom of Yugoslavia and July Monarchy are replaced by Independent State of Croatia and French Second Republic.	Kingdom of Yugoslavia is replaced by French Second Republic.	contradiction
Kingdom of Yugoslavia and July Monarchy are replaced by Independent State of Croatia and French Second Republic.	July Monarchy is replaced by Independent State of Croatia.	contradiction
Kingdom of Yugoslavia and July Monarchy are replaced by Independent State of Croatia and French Second Republic.	Kingdom of Yugoslavia is replaced by Independent State of Croatia and French Second Republic.	contradiction
Kingdom of Yugoslavia and July Monarchy are replaced by Independent State of Croatia and French Second Republic.	July Monarchy is replaced by Independent State of Croatia and French Second Republic.	contradiction
Kingdom of Yugoslavia and July Monarchy are replaced by Independent State of Croatia and French Second Republic.	Kingdom of Yugoslavia and July Monarchy are replaced by Independent State of Croatia.	contradiction
Kingdom of Yugoslavia and July Monarchy are replaced by Independent State of Croatia and French Second Republic.	Kingdom of Yugoslavia and July Monarchy are replaced by French Second Republic.	contradiction
HTC-Columbia Women 2010 and Red Sun 2009 are followed by HTC-Highroad Women 2011 and Red Sun 2010.	HTC-Columbia Women 2010 is followed by HTC-Highroad Women 2011.	entailment
HTC-Columbia Women 2010 and Red Sun 2009 are followed by HTC-Highroad Women 2011 and Red Sun 2010.	Red Sun 2009 is followed by Red Sun 2010.	entailment
HTC-Columbia Women 2010 and Red Sun 2009 are followed by HTC-Highroad Women 2011 and Red Sun 2010.	HTC-Columbia Women 2010 is followed by Red Sun 2010.	contradiction
HTC-Columbia Women 2010 and Red Sun 2009 are followed by HTC-Highroad Women 2011 and Red Sun 2010.	Red Sun 2009 is followed by HTC-Highroad Women 2011.	contradiction
HTC-Columbia Women 2010 and Red Sun 2009 are followed by HTC-Highroad Women 2011 and Red Sun 2010.	HTC-Columbia Women 2010 is followed by HTC-Highroad Women 2011 and Red Sun 2010.	contradiction
HTC-Columbia Women 2010 and Red Sun 2009 are followed by HTC-Highroad Women 2011 and Red Sun 2010.	Red Sun 2009 is followed by HTC-Highroad Women 2011 and Red Sun 2010.	contradiction
HTC-Columbia Women 2010 and Red Sun 2009 are followed by HTC-Highroad Women 2011 and Red Sun 2010.	HTC-Columbia Women 2010 and Red Sun 2009 are followed by HTC-Highroad Women 2011.	contradiction
HTC-Columbia Women 2010 and Red Sun 2009 are followed by HTC-Highroad Women 2011 and Red Sun 2010.	HTC-Columbia Women 2010 and Red Sun 2009 are followed by Red Sun 2010.	contradiction
Sky 2013 and CSC 2005 are followed by Sky 2014 and CSC 2006.	Sky 2013 is followed by Sky 2014.	entailment
Sky 2013 and CSC 2005 are followed by Sky 2014 and CSC 2006.	CSC 2005 is followed by CSC 2006.	entailment
Sky 2013 and CSC 2005 are followed by Sky 2014 and CSC 2006.	Sky 2013 is followed by CSC 2006.	contradiction
Sky 2013 and CSC 2005 are followed by Sky 2014 and CSC 2006.	CSC 2005 is followed by Sky 2014.	contradiction
Sky 2013 and CSC 2005 are followed by Sky 2014 and CSC 2006.	Sky 2013 is followed by Sky 2014 and CSC 2006.	contradiction
Sky 2013 and CSC 2005 are followed by Sky 2014 and CSC 2006.	CSC 2005 is followed by Sky 2014 and CSC 2006.	contradiction
Sky 2013 and CSC 2005 are followed by Sky 2014 and CSC 2006.	Sky 2013 and CSC 2005 are followed by Sky 2014.	contradiction
Sky 2013 and CSC 2005 are followed by Sky 2014 and CSC 2006.	Sky 2013 and CSC 2005 are followed by CSC 2006.	contradiction
Amplatz-BMC 2015 and Armée de terre 2015 are the sequels of Amplatz-BMC 2014 and Armée de terre 2014.	Amplatz-BMC 2015 is the sequel of Amplatz-BMC 2014.	entailment
Amplatz-BMC 2015 and Armée de terre 2015 are the sequels of Amplatz-BMC 2014 and Armée de terre 2014.	Armée de terre 2015 is the sequel of Armée de terre 2014.	entailment
Amplatz-BMC 2015 and Armée de terre 2015 are the sequels of Amplatz-BMC 2014 and Armée de terre 2014.	Amplatz-BMC 2015 is the sequel of Armée de terre 2014.	contradiction
Amplatz-BMC 2015 and Armée de terre 2015 are the sequels of Amplatz-BMC 2014 and Armée de terre 2014.	Armée de terre 2015 is the sequel of Amplatz-BMC 2014.	contradiction
Amplatz-BMC 2015 and Armée de terre 2015 are the sequels of Amplatz-BMC 2014 and Armée de terre 2014.	Amplatz-BMC 2015 is the sequel of Amplatz-BMC 2014 and Armée de terre 2014.	contradiction
Amplatz-BMC 2015 and Armée de terre 2015 are the sequels of Amplatz-BMC 2014 and Armée de terre 2014.	Armée de terre 2015 is the sequel of Amplatz-BMC 2014 and Armée de terre 2014.	contradiction
Amplatz-BMC 2015 and Armée de terre 2015 are the sequels of Amplatz-BMC 2014 and Armée de terre 2014.	Amplatz-BMC 2015 and Armée de terre 2015 are the sequels of Amplatz-BMC 2014.	contradiction
Amplatz-BMC 2015 and Armée de terre 2015 are the sequels of Amplatz-BMC 2014 and Armée de terre 2014.	Amplatz-BMC 2015 and Armée de terre 2015 are the sequels of Armée de terre 2014.	contradiction
flag of Switzerland and flag of Uruguay belong to Switzerland and Uruguay.	flag of Switzerland belongs to Switzerland.	entailment
flag of Switzerland and flag of Uruguay belong to Switzerland and Uruguay.	flag of Uruguay belongs to Uruguay.	entailment
flag of Switzerland and flag of Uruguay belong to Switzerland and Uruguay.	flag of Switzerland belongs to Uruguay.	contradiction
flag of Switzerland and flag of Uruguay belong to Switzerland and Uruguay.	flag of Uruguay belongs to Switzerland.	contradiction
flag of Switzerland and flag of Uruguay belong to Switzerland and Uruguay.	flag of Switzerland belongs to Switzerland and Uruguay.	contradiction
flag of Switzerland and flag of Uruguay belong to Switzerland and Uruguay.	flag of Uruguay belongs to Switzerland and Uruguay.	contradiction
flag of Switzerland and flag of Uruguay belong to Switzerland and Uruguay.	flag of Switzerland and flag of Uruguay belong to Switzerland.	contradiction
flag of Switzerland and flag of Uruguay belong to Switzerland and Uruguay.	flag of Switzerland and flag of Uruguay belong to Uruguay.	contradiction
Molteni 1974 and Sonolor-Gitane 1974 are seasons of Molteni-Campagnolo and Gitane-Campagnolo.	Molteni 1974 is a season of Molteni-Campagnolo.	entailment
Molteni 1974 and Sonolor-Gitane 1974 are seasons of Molteni-Campagnolo and Gitane-Campagnolo.	Sonolor-Gitane 1974 is a season of Gitane-Campagnolo.	entailment
Molteni 1974 and Sonolor-Gitane 1974 are seasons of Molteni-Campagnolo and Gitane-Campagnolo.	Molteni 1974 is a season of Gitane-Campagnolo.	contradiction
Molteni 1974 and Sonolor-Gitane 1974 are seasons of Molteni-Campagnolo and Gitane-Campagnolo.	Sonolor-Gitane 1974 is a season of Molteni-Campagnolo.	contradiction
Molteni 1974 and Sonolor-Gitane 1974 are seasons of Molteni-Campagnolo and Gitane-Campagnolo.	Molteni 1974 is a season of Molteni-Campagnolo and Gitane-Campagnolo.	contradiction
Molteni 1974 and Sonolor-Gitane 1974 are seasons of Molteni-Campagnolo and Gitane-Campagnolo.	Sonolor-Gitane 1974 is a season of Molteni-Campagnolo and Gitane-Campagnolo.	contradiction
Molteni 1974 and Sonolor-Gitane 1974 are seasons of Molteni-Campagnolo and Gitane-Campagnolo.	Molteni 1974 and Sonolor-Gitane 1974 are seasons of Molteni-Campagnolo.	contradiction
Molteni 1974 and Sonolor-Gitane 1974 are seasons of Molteni-Campagnolo and Gitane-Campagnolo.	Molteni 1974 and Sonolor-Gitane 1974 are seasons of Gitane-Campagnolo.	contradiction
Robert B. Laughlin and Bertolt Brecht's notable works are Effet Hall quantique and Mutter Courage und ihre Kinder.	Robert B. Laughlin's notable work is Effet Hall quantique.	entailment
Robert B. Laughlin and Bertolt Brecht's notable works are Effet Hall quantique and Mutter Courage und ihre Kinder.	Bertolt Brecht's notable work is Mutter Courage und ihre Kinder.	entailment
Robert B. Laughlin and Bertolt Brecht's notable works are Effet Hall quantique and Mutter Courage und ihre Kinder.	Robert B. Laughlin's notable work is Mutter Courage und ihre Kinder.	contradiction
Robert B. Laughlin and Bertolt Brecht's notable works are Effet Hall quantique and Mutter Courage und ihre Kinder.	Bertolt Brecht's notable work is Effet Hall quantique.	contradiction
Robert B. Laughlin and Bertolt Brecht's notable works are Effet Hall quantique and Mutter Courage und ihre Kinder.	Robert B. Laughlin's notable works are Effet Hall quantique and Mutter Courage und ihre Kinder.	contradiction
Robert B. Laughlin and Bertolt Brecht's notable works are Effet Hall quantique and Mutter Courage und ihre Kinder.	Bertolt Brecht's notable works are Effet Hall quantique and Mutter Courage und ihre Kinder.	contradiction
Robert B. Laughlin and Bertolt Brecht's notable works are Effet Hall quantique and Mutter Courage und ihre Kinder.	Robert B. Laughlin and Bertolt Brecht's notable work is Effet Hall quantique.	contradiction
Robert B. Laughlin and Bertolt Brecht's notable works are Effet Hall quantique and Mutter Courage und ihre Kinder.	Robert B. Laughlin and Bertolt Brecht's notable work is Mutter Courage und ihre Kinder.	contradiction
1998 Winter Olympics and 1980 Winter Olympics are followed by 2002 Winter Olympics and 1984 Winter Olympics.	1998 Winter Olympics is followed by 2002 Winter Olympics.	entailment
1998 Winter Olympics and 1980 Winter Olympics are followed by 2002 Winter Olympics and 1984 Winter Olympics.	1980 Winter Olympics is followed by 1984 Winter Olympics.	entailment
1998 Winter Olympics and 1980 Winter Olympics are followed by 2002 Winter Olympics and 1984 Winter Olympics.	1998 Winter Olympics is followed by 1984 Winter Olympics.	contradiction
1998 Winter Olympics and 1980 Winter Olympics are followed by 2002 Winter Olympics and 1984 Winter Olympics.	1980 Winter Olympics is followed by 2002 Winter Olympics.	contradiction
1998 Winter Olympics and 1980 Winter Olympics are followed by 2002 Winter Olympics and 1984 Winter Olympics.	1998 Winter Olympics is followed by 2002 Winter Olympics and 1984 Winter Olympics.	contradiction
1998 Winter Olympics and 1980 Winter Olympics are followed by 2002 Winter Olympics and 1984 Winter Olympics.	1980 Winter Olympics is followed by 2002 Winter Olympics and 1984 Winter Olympics.	contradiction
1998 Winter Olympics and 1980 Winter Olympics are followed by 2002 Winter Olympics and 1984 Winter Olympics.	1998 Winter Olympics and 1980 Winter Olympics are followed by 2002 Winter Olympics.	contradiction
1998 Winter Olympics and 1980 Winter Olympics are followed by 2002 Winter Olympics and 1984 Winter Olympics.	1998 Winter Olympics and 1980 Winter Olympics are followed by 1984 Winter Olympics.	contradiction
Prague Metro and Stockholm metro are located in Prague and Stockholm.	Prague Metro is located in Prague.	entailment
Prague Metro and Stockholm metro are located in Prague and Stockholm.	Stockholm metro is located in Stockholm.	entailment
Prague Metro and Stockholm metro are located in Prague and Stockholm.	Prague Metro is located in Stockholm.	contradiction
Prague Metro and Stockholm metro are located in Prague and Stockholm.	Stockholm metro is located in Prague.	contradiction
Prague Metro and Stockholm metro are located in Prague and Stockholm.	Prague Metro is located in Prague and Stockholm.	contradiction
Prague Metro and Stockholm metro are located in Prague and Stockholm.	Stockholm metro is located in Prague and Stockholm.	contradiction
Prague Metro and Stockholm metro are located in Prague and Stockholm.	Prague Metro and Stockholm metro are located in Prague.	contradiction
Prague Metro and Stockholm metro are located in Prague and Stockholm.	Prague Metro and Stockholm metro are located in Stockholm.	contradiction
The Swan Princess and How to Train Your Dragon are followed by The Swan Princess II: Escape from Castle Mountain and How to Train Your Dragon 2.	The Swan Princess is followed by The Swan Princess II: Escape from Castle Mountain.	entailment
The Swan Princess and How to Train Your Dragon are followed by The Swan Princess II: Escape from Castle Mountain and How to Train Your Dragon 2.	How to Train Your Dragon is followed by How to Train Your Dragon 2.	entailment
The Swan Princess and How to Train Your Dragon are followed by The Swan Princess II: Escape from Castle Mountain and How to Train Your Dragon 2.	The Swan Princess is followed by How to Train Your Dragon 2.	contradiction
The Swan Princess and How to Train Your Dragon are followed by The Swan Princess II: Escape from Castle Mountain and How to Train Your Dragon 2.	How to Train Your Dragon is followed by The Swan Princess II: Escape from Castle Mountain.	contradiction
The Swan Princess and How to Train Your Dragon are followed by The Swan Princess II: Escape from Castle Mountain and How to Train Your Dragon 2.	The Swan Princess is followed by The Swan Princess II: Escape from Castle Mountain and How to Train Your Dragon 2.	contradiction
The Swan Princess and How to Train Your Dragon are followed by The Swan Princess II: Escape from Castle Mountain and How to Train Your Dragon 2.	How to Train Your Dragon is followed by The Swan Princess II: Escape from Castle Mountain and How to Train Your Dragon 2.	contradiction
The Swan Princess and How to Train Your Dragon are followed by The Swan Princess II: Escape from Castle Mountain and How to Train Your Dragon 2.	The Swan Princess and How to Train Your Dragon are followed by The Swan Princess II: Escape from Castle Mountain.	contradiction
The Swan Princess and How to Train Your Dragon are followed by The Swan Princess II: Escape from Castle Mountain and How to Train Your Dragon 2.	The Swan Princess and How to Train Your Dragon are followed by How to Train Your Dragon 2.	contradiction
Ben-Gurion University of the Negev and University of Göttingen are named after David Ben-Gurion and George II of Great Britain.	Ben-Gurion University of the Negev is named after David Ben-Gurion.	entailment
Ben-Gurion University of the Negev and University of Göttingen are named after David Ben-Gurion and George II of Great Britain.	University of Göttingen is named after George II of Great Britain.	entailment
Ben-Gurion University of the Negev and University of Göttingen are named after David Ben-Gurion and George II of Great Britain.	Ben-Gurion University of the Negev is named after George II of Great Britain.	contradiction
Ben-Gurion University of the Negev and University of Göttingen are named after David Ben-Gurion and George II of Great Britain.	University of Göttingen is named after David Ben-Gurion.	contradiction
Ben-Gurion University of the Negev and University of Göttingen are named after David Ben-Gurion and George II of Great Britain.	Ben-Gurion University of the Negev is named after David Ben-Gurion and George II of Great Britain.	contradiction
Ben-Gurion University of the Negev and University of Göttingen are named after David Ben-Gurion and George II of Great Britain.	University of Göttingen is named after David Ben-Gurion and George II of Great Britain.	contradiction
Ben-Gurion University of the Negev and University of Göttingen are named after David Ben-Gurion and George II of Great Britain.	Ben-Gurion University of the Negev and University of Göttingen are named after David Ben-Gurion.	contradiction
Ben-Gurion University of the Negev and University of Göttingen are named after David Ben-Gurion and George II of Great Britain.	Ben-Gurion University of the Negev and University of Göttingen are named after George II of Great Britain.	contradiction
F.C. Dallas and Chicago Fire are located in Frisco and Chicago.	F.C. Dallas is located in Frisco.	entailment
F.C. Dallas and Chicago Fire are located in Frisco and Chicago.	Chicago Fire is located in Chicago.	entailment
F.C. Dallas and Chicago Fire are located in Frisco and Chicago.	F.C. Dallas is located in Chicago.	contradiction
F.C. Dallas and Chicago Fire are located in Frisco and Chicago.	Chicago Fire is located in Frisco.	contradiction
F.C. Dallas and Chicago Fire are located in Frisco and Chicago.	F.C. Dallas is located in Frisco and Chicago.	contradiction
F.C. Dallas and Chicago Fire are located in Frisco and Chicago.	Chicago Fire is located in Frisco and Chicago.	contradiction
F.C. Dallas and Chicago Fire are located in Frisco and Chicago.	F.C. Dallas and Chicago Fire are located in Frisco.	contradiction
F.C. Dallas and Chicago Fire are located in Frisco and Chicago.	F.C. Dallas and Chicago Fire are located in Chicago.	contradiction
Luena and Saurimo are located in Moxico Province and Lunda Sul Province.	Luena is located in Moxico Province.	entailment
Luena and Saurimo are located in Moxico Province and Lunda Sul Province.	Saurimo is located in Lunda Sul Province.	entailment
Luena and Saurimo are located in Moxico Province and Lunda Sul Province.	Luena is located in Lunda Sul Province.	contradiction
Luena and Saurimo are located in Moxico Province and Lunda Sul Province.	Saurimo is located in Moxico Province.	contradiction
Luena and Saurimo are located in Moxico Province and Lunda Sul Province.	Luena is located in Moxico Province and Lunda Sul Province.	contradiction
Luena and Saurimo are located in Moxico Province and Lunda Sul Province.	Saurimo is located in Moxico Province and Lunda Sul Province.	contradiction
Luena and Saurimo are located in Moxico Province and Lunda Sul Province.	Luena and Saurimo are located in Moxico Province.	contradiction
Luena and Saurimo are located in Moxico Province and Lunda Sul Province.	Luena and Saurimo are located in Lunda Sul Province.	contradiction
2019 French Open and 2013 French Open are the sequels of 2018 French Open and 2012 French Open.	2019 French Open is the sequel of 2018 French Open.	entailment
2019 French Open and 2013 French Open are the sequels of 2018 French Open and 2012 French Open.	2013 French Open is the sequel of 2012 French Open.	entailment
2019 French Open and 2013 French Open are the sequels of 2018 French Open and 2012 French Open.	2019 French Open is the sequel of 2012 French Open.	contradiction
2019 French Open and 2013 French Open are the sequels of 2018 French Open and 2012 French Open.	2013 French Open is the sequel of 2018 French Open.	contradiction
2019 French Open and 2013 French Open are the sequels of 2018 French Open and 2012 French Open.	2019 French Open is the sequel of 2018 French Open and 2012 French Open.	contradiction
2019 French Open and 2013 French Open are the sequels of 2018 French Open and 2012 French Open.	2013 French Open is the sequel of 2018 French Open and 2012 French Open.	contradiction
2019 French Open and 2013 French Open are the sequels of 2018 French Open and 2012 French Open.	2019 French Open and 2013 French Open are the sequels of 2018 French Open.	contradiction
2019 French Open and 2013 French Open are the sequels of 2018 French Open and 2012 French Open.	2019 French Open and 2013 French Open are the sequels of 2012 French Open.	contradiction
AFC Ajax and HFC Haarlem are formed in Amsterdam and Haarlem.	AFC Ajax is formed in Amsterdam.	entailment
AFC Ajax and HFC Haarlem are formed in Amsterdam and Haarlem.	HFC Haarlem is formed in Haarlem.	entailment
AFC Ajax and HFC Haarlem are formed in Amsterdam and Haarlem.	AFC Ajax is formed in Haarlem.	contradiction
AFC Ajax and HFC Haarlem are formed in Amsterdam and Haarlem.	HFC Haarlem is formed in Amsterdam.	contradiction
AFC Ajax and HFC Haarlem are formed in Amsterdam and Haarlem.	AFC Ajax is formed in Amsterdam and Haarlem.	contradiction
AFC Ajax and HFC Haarlem are formed in Amsterdam and Haarlem.	HFC Haarlem is formed in Amsterdam and Haarlem.	contradiction
AFC Ajax and HFC Haarlem are formed in Amsterdam and Haarlem.	AFC Ajax and HFC Haarlem are formed in Amsterdam.	contradiction
AFC Ajax and HFC Haarlem are formed in Amsterdam and Haarlem.	AFC Ajax and HFC Haarlem are formed in Haarlem.	contradiction
Azerbaijan and Austria's categories of associated people are Category:Azerbaijani people and Category:Austrian people.	Azerbaijan's category of associated people is Category:Azerbaijani people.	entailment
Azerbaijan and Austria's categories of associated people are Category:Azerbaijani people and Category:Austrian people.	Austria's category of associated people is Category:Austrian people.	entailment
Azerbaijan and Austria's categories of associated people are Category:Azerbaijani people and Category:Austrian people.	Azerbaijan's category of associated people is Category:Austrian people.	contradiction
Azerbaijan and Austria's categories of associated people are Category:Azerbaijani people and Category:Austrian people.	Austria's category of associated people is Category:Azerbaijani people.	contradiction
Azerbaijan and Austria's categories of associated people are Category:Azerbaijani people and Category:Austrian people.	Azerbaijan's categories of associated people are Category:Azerbaijani people and Category:Austrian people.	contradiction
Azerbaijan and Austria's categories of associated people are Category:Azerbaijani people and Category:Austrian people.	Austria's categories of associated people are Category:Azerbaijani people and Category:Austrian people.	contradiction
Azerbaijan and Austria's categories of associated people are Category:Azerbaijani people and Category:Austrian people.	Azerbaijan and Austria's category of associated people is Category:Azerbaijani people.	contradiction
Azerbaijan and Austria's categories of associated people are Category:Azerbaijani people and Category:Austrian people.	Azerbaijan and Austria's category of associated people is Category:Austrian people.	contradiction
Bullet in a Bible and The Roundhouse Tapes are followed by 21st Century Breakdown and Watershed.	Bullet in a Bible is followed by 21st Century Breakdown.	entailment
Bullet in a Bible and The Roundhouse Tapes are followed by 21st Century Breakdown and Watershed.	The Roundhouse Tapes is followed by Watershed.	entailment
Bullet in a Bible and The Roundhouse Tapes are followed by 21st Century Breakdown and Watershed.	Bullet in a Bible is followed by Watershed.	contradiction
Bullet in a Bible and The Roundhouse Tapes are followed by 21st Century Breakdown and Watershed.	The Roundhouse Tapes is followed by 21st Century Breakdown.	contradiction
Bullet in a Bible and The Roundhouse Tapes are followed by 21st Century Breakdown and Watershed.	Bullet in a Bible is followed by 21st Century Breakdown and Watershed.	contradiction
Bullet in a Bible and The Roundhouse Tapes are followed by 21st Century Breakdown and Watershed.	The Roundhouse Tapes is followed by 21st Century Breakdown and Watershed.	contradiction
Bullet in a Bible and The Roundhouse Tapes are followed by 21st Century Breakdown and Watershed.	Bullet in a Bible and The Roundhouse Tapes are followed by 21st Century Breakdown.	contradiction
Bullet in a Bible and The Roundhouse Tapes are followed by 21st Century Breakdown and Watershed.	Bullet in a Bible and The Roundhouse Tapes are followed by Watershed.	contradiction
Alexander Pushkin and Olga Rozanova were residents of Ulyanovsk and Vladimir.	Alexander Pushkin was a resident of Ulyanovsk.	entailment
Alexander Pushkin and Olga Rozanova were residents of Ulyanovsk and Vladimir.	Olga Rozanova was a resident of Vladimir.	entailment
Alexander Pushkin and Olga Rozanova were residents of Ulyanovsk and Vladimir.	Alexander Pushkin was a resident of Vladimir.	contradiction
Alexander Pushkin and Olga Rozanova were residents of Ulyanovsk and Vladimir.	Olga Rozanova was a resident of Ulyanovsk.	contradiction
Alexander Pushkin and Olga Rozanova were residents of Ulyanovsk and Vladimir.	Alexander Pushkin was a resident of Ulyanovsk and Vladimir.	contradiction
Alexander Pushkin and Olga Rozanova were residents of Ulyanovsk and Vladimir.	Olga Rozanova was a resident of Ulyanovsk and Vladimir.	contradiction
Alexander Pushkin and Olga Rozanova were residents of Ulyanovsk and Vladimir.	Alexander Pushkin and Olga Rozanova were residents of Ulyanovsk.	contradiction
Alexander Pushkin and Olga Rozanova were residents of Ulyanovsk and Vladimir.	Alexander Pushkin and Olga Rozanova were residents of Vladimir.	contradiction
Bardiani CSF 2017 and Roompot-Nederlandse Loterij 2018 are followed by Bardiani CSF 2018 and Roompot-Charles 2019.	Bardiani CSF 2017 is followed by Bardiani CSF 2018.	entailment
Bardiani CSF 2017 and Roompot-Nederlandse Loterij 2018 are followed by Bardiani CSF 2018 and Roompot-Charles 2019.	Roompot-Nederlandse Loterij 2018 is followed by Roompot-Charles 2019.	entailment
Bardiani CSF 2017 and Roompot-Nederlandse Loterij 2018 are followed by Bardiani CSF 2018 and Roompot-Charles 2019.	Bardiani CSF 2017 is followed by Roompot-Charles 2019.	contradiction
Bardiani CSF 2017 and Roompot-Nederlandse Loterij 2018 are followed by Bardiani CSF 2018 and Roompot-Charles 2019.	Roompot-Nederlandse Loterij 2018 is followed by Bardiani CSF 2018.	contradiction
